,Catégorie,Produit,Prix Habituel,Prix,Description
1009, Kesehatan & Kecantikan   Perawatan Badan   Badan   Cologne & Parfum , Casablanca Body Mist Cologne Aqua 100Ml,Rp 20.200,Rp13.500,"CARA PENGGUNAAN :
Semprotkan body mist ke seluruh tubuh dari jarak 15-25cm.

KOMPOSISI :
Ethanol, Aqua, fragrance, PEG-40 hydrogenated castor oil.

OTHER DETAILS :
Dengan keharuman floral dan oceanic membuat anda merasa segar dan percaya diri sepanjang hari.

PLU :
10026626"
1010, Home & Living   Deterjen dan Pembersih   Pembersih Lantai & Toilet , So Klin Pembersih Lantai Refill Relaxing Lavender 800Ml,Rp 13.600,Rp11.500,"CARA PENGGUNAAN :
Untuk lantai:

KOMPOSISI :
Bahan aktif anti kuman: Benzalkonium Chloride 1.5%

OTHER DETAILS :
So klin kantai aroma terapi relaxing menjadikan lantai bersih, harumnya lebih lama.

PERHATIAN :
Jauhkan dari jangakauan anak-anak.

PLU :
10012548"
1011, Kesehatan & Kecantikan   Kosmetik   Wajah   Pembersih , Nivea Sparkling Bright Facial Foam Pearl 100Ml,Rp 27.900,Rp17.625,"KOMPOSISI :
Rucinol, Licorice, & Vitamin C, Aqua, Myristic Acid, Propylene Glycol, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Glycerin, Lauric Acid, PEG-150, PEG-8, Glyceryl Stearate, Cera Alba, Sodium Methyl Cocoyl Taurate, Arachidic Acid, Trisodium EDTA, Oleic Acid, Panthenol, Tocopheryl Acetate, Hydrolyzed Pearl, Caprylic/ Capric Triglyceride, Magnesium Chloride, Sodium Ascorbyl Phosphate, Alcohol Denat, Glyceryl Glucoside, Glycyrrhiza Glabra (Licorice) Root Extract, 4-Butylresorcinol, Polysorbate

OTHER DETAILS :
Sparkling White Whitening Foam

PLU :
10012397"
1012, Ibu & Anak   Perlengkapan Bayi , Cussons Baby Soap Soft & Smooth 75G,Rp 4.900,Rp4.410,"BERAT :
85g

JENIS :
SOFT & SMOOTH

KOMPOSISI :
Sodium palmate, sodium palm kernelate, aqua, glycerin, talc, sodium chloride, tetrasodium EDTA, tetrasodium etidronate, parfum, prunus amygdalus dulc's (sweet almond) oil, rasa damacena flower oil, olea europaea oil, CI 77891, CI 14700.

MERK :
CUSSONS

NAMA :
BABY SOAP

SIZE :
75g

PLU :
10008143"
1013, Minuman   Kopi   Kopi Bubuk/ Biji , Nescafe Coffee Classic Kemasan Ekonomi 50G,Rp 16.000,Rp12.900,"CARA PENGGUNAAN :
Ambil 1 sendok teh nescafe classic (2g) kemudian tambahkan air panas sebanyak 150mL dan tambahkan gula kemudian krimer coffee mate agar lebih nikmat.

CARA PENYIMPANAN :
Simpan di tempat yang sejuk dan kering.

KOMPOSISI :
100% Kopi asli.

OTHER DETAILS :
Kenikmatan baru nescafe classic dihasilkan dengan inovasi baru dari nescafe yang membuat keaslian aroma biji kopi lebih terasa kenikmatannya.

TAKARAN PER KEMASAN :
Sajian per kemasan: 25

TAKARAN PER SERVING :
Energi total 5kkal, energi dari lemak 0kkal. % AKG: Lemak total 0g, lemak jenuh 0g, protein 0g, karbohidrat total 1g, gula 0g, natrium 0mg.

TAKARAN SAJI :
Takaran saji 1sct: 2g

PLU :
10005302"
1014, Makanan   Cokelat & Permen   Cokelat , Silver Queen Chocolate Milk Fruit & Nut 68G,Rp 14.900,Rp11.900,"KOMPOSISI :
Gula, susu bubuk, kismis, kakao massa, lemak kakao, kacang almond, lemak nabati, pengemulsi lesitin kedelai PGPR, perisa vanili, antioksidan BHT.

TAKARAN PER KEMASAN :
Sajian per kemasan : 2-5

TAKARAN PER SERVING :
Energi total 160kkal, energi dari lemak 70kkal. % AKG : lemak total 8g, protein 3g, karbohidrat total 18g, gula 4g, natrium 20mg.

TAKARAN SAJI :
Takaran nilai saji 30g

PLU :
10004982"
1015, Makanan   Makanan Instan   Mie Instan , Sedaap Mie Instant Baso Spesial 77G,,Rp2.700,"KOMPOSISI :
Tepung terigu, minyak sayur, pati tapioka, garam, pengental nabati, pengatur keasaman, pewarna (tartrazine CI 19140) dan zat besi. BUMBU: Gula, garam, penguat rasa (mononatrium glutamat, perisa artifisial sapi, perisa identik alami bawang putih mengandung pewarna karamel, bubuk bawang merah, bubuk lada, vitamin A (mengandung antikosidan alfatokoferol), B1, B5, B6, B12, niasin, asam folat. BUBUK CABE, MINYAK: Minyak sayur, bawang merah dan baang putih. SERBUK GURIH, SAYURAN KERING.

OTHER DETAILS :
Rasakan lezatnya Mie Sedaap Mie Baso Spesial 77G dengan rasa baso gurih berpadu sayuran kering ini bersama keluarga dan teman. Akan lebih nikmat bila disantap saat cuaca dingin atau hujan.

TAKARAN PER KEMASAN :
Sajian per kemasan: 1

TAKARAN PER SERVING :
Energi total 340kkal, energi dari lemak 120kkal. % AKG: Lemak total 13g, lemak jenuh 6g, kolesterol 0mg, protein 3g, karbohidrat total 6f, serat pangan 2g, gula 3g, natrium 180mg, Vitamin A 60%, vitamin B1 55%, vitamin B5 10%, vitamin B6 35%, vitamin B12 30%, niasin 4%, kalsium 4%, zat besi 21%.

TAKARAN SAJI :
Takaran saji: 77g

PLU :
20048359"
1016, Minuman   Susu   Susu Ibu Hamil & Menyusui , Lactamil Susu Bubuk Ibu Hamil Pregnasis Coklat 200G,Rp 37.400,Rp34.400,"CARA PENGGUNAAN :
Larutkan 3 sendok makan Lactamil Lactasis (setara 40g) kedalam 180mL air matang hangat, aduk hingga larut. Minumlah Lactamil Lactasis segera setelah dibuat. Diminum 2 gelas per hari atau sesuai petunjuk dokter

CARA PENYIMPANAN :
Setelah digunakan simpan dalam keadaan tertutup ditempat sejuk dan kering dan gunakan isinya dalam waktu tidak lebih dari 1 bulan.

KOMPOSISI :
Padatan susu (protein whey, susu bubuk skim, kaseinat, susu bubuk full cream), sukrosa, bubuk coklat, inulin, maltodekstrin, campuran minyak nabati (mengandung antioksidan dl alpha tokoferol dan askorbil palmitat, 12 mineral, bubuk DHA (mengandung antioksidan natrium askorbat dan tokoferol, perisa identik alami coklat, laktosa, 12 vitamin.

OTHER DETAILS :
Lactamil Pregnasis hadir untuk mendukung kesehatan Mama semasa kehamilan dan mendukung kesehatan Si Kecil dalam kandungan.

TAKARAN PER KEMASAN :
Sajian per kemasan : 5

TAKARAN PER SERVING :
Energi total 160kkal, Energi dari lemak 20kkal. % AKG: Lemak total 2g, Lemak jenuh 1.5g, kolesterol 14mg, asam linoleat (omega 6) 200mg, protein 9g, karbohidrat total 26g, serat pangan 1g, inulin 1g, gula (sukrosa) 21g, natrium 125mg, kalium 340mg. Vitamin A 25%, Vitamin D3 35%, Vitamin E 15%, Vitamin B1 (Tiamin) 35%, Vitamin B2 (riboflavin) 35%, Vitamin B3 (niasin) 35%, Vitamin B5 (asam pantotenat) 35%, Vitamin B6 (piridoksin) 35%, Vitamin B12 35%, Vitamin C 35%, kalsium 40%, fosfor 35%, magnesium 10%, zat besi 30%, zink 20%. Per sajian mengandung : DHA 30mg, kolin 26mg, biotin 8mcg.

TAKARAN SAJI :
Takaran saji 3sdm : 40g

PLU :
20047839"
1017, Makanan   Makanan Instan   Mie Instan , Sedaap Mie Instant Goreng 83G,,Rp4.800,"CARA PENGGUNAAN :
1. Rebus mi dan bahan pelengkap dalam 500cc (2 1/2 gelas) air mendidih selama 3 menit, sambil diaduk. 2. Sementara mi rebus, campurkan bumbu, minyak bumbu dan bubuk cabe kedalamg mangkok. 3. Tuangkan mi dan kuahnya ke dalam mangkok, aduk dengan bumbu hingga merata. 4. Mi lezat siap disajikan.

KOMPOSISI :
Tepung terigu, minyak sayur, pati kentang, garam, pengental nabati, pengatur keasaman, pewarna (tartrazine CI 19140) dan zat besi. BUMBU: Gula, garam, penguat rasa, perisa identik alami bawang putih, perisa artifisial ayam, bubuk lada, vitamin A, B1, B5, B6, B12, niasin, asam folat. MINYAK: Minyak sayur dan pengawet natrium. KECAP MANIS: gula, air, garam, kedelai dan pengawet natrium benzoat. SAOS CABE: Air, cabe, gula, cuka, pengawet natrium benzoat.

TAKARAN PER KEMASAN :
Sajian per kemasan : 1

TAKARAN PER SERVING :
Energi total 190kkal. % AKG: Lemak total 28g, lemak jenuh 1g, kolesterol 4mg, protein 2g, karbohidrat total 14g, gula 2g, natrium 240mg. Vitamin A 15%, vitamin D 25%, vitamin B1 17%, vitamin B2 15%, vitamin B6 25%, vitamin B12 25%.

TAKARAN SAJI :
Takaran saji : 83g

PLU :
20045611"
1018, Kesehatan & Kecantikan   Perawatan Diri   Kesehatan Kewanitaan   Pembalut , Laurier Pembalut Wanita 8'S Relax Night 30Cm,Rp 9.700,Rp7.900,"KOMPOSISI :
Fluff pulp, non woven, wadding tissue, backsheet, individual film, hotmelt, release paper, tab tape.

OTHER DETAILS :
Lapisan Super Kering dan Lembut, memberikan kenyamanan extra di malam hari.

PLU :
20045293"
1019, Minuman   Teh   Teh Instan , Sosro Teh Botol 330Ml,,Rp3.300,"CARA PENYIMPANAN :
Simpan ditempat sejuk dan kering.

KOMPOSISI :
Air, gula dan ekstrak teh melati.

TAKARAN PER KEMASAN :
Sajian per kemasan : 2

TAKARAN PER SERVING :
Energi total 50kkal, energi dari lemak 0kkal, lemak total 0g (0%), protein 0g (0%), karbohidrat total 13g (4%), gula 13g, natrium (sodium) 20mg (1%).

TAKARAN SAJI :
Takaran saji 165ml

PLU :
20044334"
1020, Home & Living   Deterjen dan Pembersih   Deterjen , So Klin Softergent Powder 1.8Kg,Rp 44.000,Rp39.500,"CARA PENGGUNAAN :
Cara Mencuci: Larutkan terlebih dahulu 1 genggam so klin softergent ke dalam 10 liter air. Pisahkan pakaian putih berwarna dan mudah luntur . Sebaiknya rendam cucian selama 30 mnit. Kucek sebentar dan bilas sampai bersih.

KOMPOSISI :
Bahan aktif: Sodium dodecyl alkyl, benzene sulfonate yang mudah terurai dan ramah lingkungan.

OTHER DETAILS :
Noda sirna, lembut , wangi & anti bakteri. So klin softergent ampuh hilangkan noda hingga ke serat kain. Butiran pelembut 2x lebih banyak membuat serat kain lebih mengembang, lembut dan halus. Melindungi pakaian dari bau apek meskipun dijemur didalam ruangan atau cuaca mendung. Cucian jadi lebih wangi, lembut & mudah disetrika.

PLU :
20041483"
1021, Ibu & Anak   Popok Bayi   Size M , Sweety Silver Pants Baby 18'S Medium,Rp 37.200,Rp35.300,"BERAT :
625g

MATERIAL :
Non woven 19.96%, PE film 3.36%, elastic 1.91%, adhesive 6.22%, tissue 5.60%, extract 0.85%, absorbent core 62.09%.

MERK :
SWEETY

NAMA :
SILVER PANTS BABY 18'S

SIZE :
MEDIUM

PLU :
20038429"
1022, Home & Living   Perlengkapan Rumah Tangga dan Hobi   Baterai , Abc Battery Super Power Aaa/R03 4'S,,Rp13.000,"PLU :
20038292"
1023, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Bebelac 4 Susu Pertumbuhan Fos & Gos Madu 800G,,Rp110.000,"CARA PENGGUNAAN :
Rebus air bersih dan biarkan mendidih selama 10 menit. Dinginkan sampai suam kuku. Tuangkan air masak tsb sebanyak 200ml ke dalam gelas. Masukkan 6 sendok takar bebelac 4 ke dalamnya. Aduklah sampai bubuk larut sempurna dan siap untuk dihidangkan.

CARA PENYIMPANAN :
Tutuplah rapat-rapat kemasan sesudah dipakai dan simpan di tempat yang sejuk dan kering. Hindari sinar matahari. Pakailah isi kemasan ini dalam 3 minggu sesudah dibuka.

KOMPOSISI :
Susu skim bubuk, laktosa, minyak nabati, sirup glukosa padat, konsentrat whey protein, sukrosa, galakto oligosakarida, madu, 9 mineral, frukto oligosakarida, perisa indentik alami vanila, 13 vitamin, perisa alami madu, minyak ikan (DHA), kolin, klorida, tourin, L-karnitin, mio inositol.

OTHER DETAILS :
Bebelac 4 susu pertumbuhan FOS dan GOS rasa madu untuk anak usia 3-6 bulan kaleng 800g.

PERHATIAN :
Tidak cocok untuk bayi dibawah usia 12 bulan.

TAKARAN PER KEMASAN :
Sajian per kemasan : 20

TAKARAN PER SERVING :
Energi total 180kkal, energi dari lemak 50kkal, lemak total 69, asam linoleat 896mg, protein 6g, karbohidrat total 26g, serat pangan 1g, total gula 17g, lactosa 14g, sukrosa 3g, natrium 80g, kalium 310mg. % AKG: Protein 17%, vitamin A 30%, vitamin D3 35%, vitamin E 35%, vitamin K1 35%, vitamin C 35%, vitamin B1 25%, vitamin B2 60%, vitamin B3 20%, vitamin B5 30%, vitamin B6 20%, vitamin B9 15%, vitamin B12 55%, kalsium 45%, fosfor 40%, magnesium 25%, zat besi 35%, zinc 35%, iodium 30%, selenium 20%. Persajian mengandung : FOS 0.14g, GOS 1.3g, DHA 10mg, asam a-linolenat 178mg, kolin 33mg, tourin 13mg, L-karnitin 4.6mg, B-karoten 5.4mg, biotin 6.4mcg, inositol 9.1mg, klorida 184mg, tembaga 87mg.

TAKARAN SAJI :
Takaran saji 6sdm:40g

PLU :
20035636"
1024, Minuman   Susu   Susu Cair , Hilo Teen Susu Cair Uht Chocolate 200Ml,,Rp5.800,"KOMPOSISI :
Air, susu skim, sukrosa, susu full krim, bubuk coklat, premiks vitamin, polidekstrosa, penstabil nabati & perisa coklat.

TAKARAN PER KEMASAN :
Sajian per kemasan : 1

TAKARAN PER SERVING :
Energi total 160kkal, energi dari lemak 18kkal. % AKG: Lemak total 2g, lemak jenuh 0g, lemak trans 0g, kolesterol 30mg, protein 6g, karbohidrat total 29g, gula 12g, natrium 220mg, kalium 300mg. Vitamin A 80%, vitamin B1 70%, vitamin B2 50%, vitamin B3 40%, vitamin B6 35%, vitamin B6 55%, vitamin B12 75%, vitamin C 40%, vitamin D 30%, vitamin E 65%, asam folat 40%, kalsium 75%, fosfor 40%, magnesium 8%.

TAKARAN SAJI :
takaran saji : 200mL

PLU :
20033397"
1025, Makanan   Cemilan & Biskuit   Keripik , Chitato Snack Potato Chips Ayam Barbeque 68G,,Rp11.000,"KOMPOSISI :
Kentang, minyak kelapa sawit (mengandung antioksidan TBHQ), bumbu rasa ayam babeque (mengandung bubuk daging ayam, penguat rasa mononatrium glutamat, dinatrium inosinat, dinatrium guanilat dan hidrolisat protein nabati)

TAKARAN PER KEMASAN :
Sajian per kemasan : 4

TAKARAN PER SERVING :
Energi total 100kkal, energi dari lemak 55kkal, lemak total 6g, protein 1g, karbohidrat total 10g, natrium 115g, kalium 240mg, zat besi 2%.

TAKARAN SAJI :
Takaran saji : 19g

PLU :
20029228"
1026, Kesehatan & Kecantikan   Perawatan Badan   Badan   Lulur , Herborist Lulur Tradisional Bali Bengkoang 100g,Rp 16.900,Rp13.500,"PLU :
20027091"
1027, Makanan   Cokelat & Permen   Permen , Lotte Chewing Gum Sugar Free Xylitol Jeruk Nipis Mint 30G,Rp 8.400,Rp6.400,"KOMPOSISI :
Pemanis buatan (silitol 1044mg/saji), menthol 933mg/saji), gum base, gum arab, perisa jeruk nipis, perisa menthol, sheliac (mengandung etanol, kalsium fosfat, ekstrak rumput laut, gelatin sapi, kamauba wax, pewarna makanan sintetik (tartrazin CI 19140E.102.

OTHER DETAILS :
Permen karet dengan xylitol dapat mengurangi resiko karies gigi dan 2 bahan aktifnya ekstrak rumput laut dan kalsium fosfat mendukung proses memineralisasi untuk gigi lebih kuat.

PERHATIAN :
Silitol dapat mengurangi risiko karies gigi.

TAKARAN PER KEMASAN :
Sajian per kemasan : 10

TAKARAN PER SERVING :
Energi total 10kkal, lemak total 0g. % AKG: protein 0g, karbohidrat total 3g, gula 0g, natrium 0mg.

TAKARAN SAJI :
Takaran saji 2btr:3g

PLU :
20021339"
1028, Minuman   Kopi   Kopi Bubuk/ Biji , Abc Kopi+Susu+Coklat Mocca 10X27g,Rp 13.400,Rp9.800,"CARA PENGGUNAAN :
Tuangkan 1 sachet Kopi ABC Mocca dengan 175ml air mendidih.

KOMPOSISI :
Gula, kopi bubuk, Krimer nabati, Coklat bubuk, Perisa moka.

PLU :
20002727"
1029, Produk Segar   Olahan Susu & Telur   Yogurt , Elle & Vire Yoghurt Strawberry 125G,Rp 14.500,Rp11.600,"PLU :
10038125"
1030," Kesehatan & Kecantikan   Kesehatan   Obat Minum   Batuk, Flu & Sakit Tenggorokan ", Obh Combi Obat Batuk Berdahak Menthol 100Ml,Rp 14.300,Rp12.800,"CARA PENGGUNAAN :
Dewasa:

CARA PENYIMPANAN :
Simpan di bawah suhu 30 C

KOMPOSISI :
Tiap 5mL sirup mengandung:

OTHER DETAILS :
OBH COMBI BATUK BERDAHAK MENTHOL 100ML merupakan obat batuk dengan rasa menthol yang sangat menyegarkan dan sangat ampuh mengusir batuk yang berdahak

PLU :
10037392"
1031, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Nutricia Nutrilon Royal 4 Vanila 400G,Rp 82.500,Rp79.000,"CARA PENGGUNAAN :
1. Rebus air dan didihkan selama 5 menit. Dinginkan sampai suam suam kuku (37 derajar C) dan tuangkan kedalam gelas.

KOMPOSISI :
Susu bubuk, sirup glukosa padat, laktosa, minyak nabati, galakto oligo sakarida, 8 mineral, frukto oligo sakarida, minyak ikan, 11 vitamin, perisa identik alami vanila, kolin klorida, taurin, nukleutida, l-karnitin.

TAKARAN PER KEMASAN :
sajian per kemasan: 9

TAKARAN PER SERVING :
Energi total 190kkal, energi dari lemak 70kkal. % AKG: Lemak total 7g, lemak jenuh 3g, lemak trans 0g, kolesterol 10g, omeg 6 1099mg, protein 5g, karbohidrat total 25g, gula total 16g, laktosa 15g, glukosa 1g, natrium 80mg, kalium 230mg. Protein 15%, Vitamin A 35%, vitamin C 65%, vitamin D3 45%, vitamin E 30%, vitamin K 45%, vitamin B1 30%, vitamin B2 55%, vitamin B3 20%, vitamin B5 25%, vitamin B6 25%, vitamin B9 20%, vitamin B12 75%, kalsium 35%, fosfor 30%, magnesium 20%, zat besi 30%, iodium 35%, zinc 25%, mangan 5%, selenium 25%.

TAKARAN SAJI :
takaran saji: 42g

PLU :
10033417"
1032, Kesehatan & Kecantikan   Perawatan Diri   Kesehatan Kewanitaan   Pembalut , Charm Pembalut Wanita Body Fit 10'S Extra Maxi Wing,Rp 9.000,Rp7.900,"CARA PENYIMPANAN :
Simpanlah ditempat sejuk dan kering. Jangan dibuang ke dalam toilet.

OTHER DETAILS :
Tipis dan ramping serasa tidak pakai, jadi tetap bebas beraktifitas.

PLU :
10031962"
1033, Makanan   Bahan Masakan   Bumbu Masak   Kecap & Saus , Bango Kecap Manis Refill 220Ml,,Rp12.800,"KOMPOSISI :
Gula, air, garam, kedelai hitam (3%).

OTHER DETAILS :
Hanya bahan pilihan dari alam ciptakan kecap berkualitas. 4 bahan alami pilihan yaitu : kedelai hitam, gula, garam dan air.

PLU :
10017154"
1034, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Dancow 1+ Susu Bubuk Prtcts Probio Vanila 800G,,Rp92.500,"CARA PENGGUNAAN :
Masukkan 3 sendok makan kedalam 1 gelas (170mL) air matang hangat.Aduk sampai rata. Minumlah maksimal 1 jam setelah dibuat. Jangan disimpan di lemari es.

CARA PENYIMPANAN :
Masukkan produk beserta sachetnya ke wadah yang bersih, kering dan tertutup rapat, simpan ditempat yang sejuk dan kering. Habiskan dalam 3 minggu.

KOMPOSISI :
Susu sapi, susu bubuk skim, campuran minyak nabati (mengandung antioksidan askorbil palmitat), maltodekstrin, gula, laktosa, oligofruktosa, inulin, madu, mineral, pengemulsi lesitin kedelai, vitamin, minyak ikan (mengandung antioksidan tokoferol), probiotik, vanilin.

PERHATIAN :
Tidak cocok untuk bayi dibawah satu tahun.

TAKARAN PER KEMASAN :
Sajian per kemasan : 22

TAKARAN PER SERVING :
Energi total 7.0g, asam linoleat 1120mg, lemak trans 0g, protein 6g, karbohidrat total 18g, serat pangan 1190mg, frukto oligosakarida 833mg, inulin 357mg, gula 4g, natrium 90mg. % AKG: Protein 28%, Vitamin A 30%, Vitamin C 35%, Vitamin D 30%, Vitamin E 25%, Vitamin B1 30%, Vitamin B2 50%, Vitamin B3 45%, Vitamin B6 35%, Vitamin B9 50%, Vitamin B12 40%, kalsium 55%, zat besi 30%, fosfor 50%, magnesium 35%, zink 20%. Per sajian mengandung: DHA 9mg, ALA 137mg, kolin 18mg, taurin 14mg, kalsium/fosfor 1.6.

TAKARAN SAJI :
Takaran saji 3sdm: 35g

PLU :
10015652"
1035, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Dancow 3+ Susu Bubuk Prtcts Probio Madu 800G,,Rp91.000,"CARA PENGGUNAAN :
Masukkan 3 sendok makan (30g dancow 3+) ke dalam 1 gelas (180mL) air matang. Aduk sampai rata.

CARA PENYIMPANAN :
Masukkan produk beserta sachetnya ke wadah yang bersih, kering dan tertutup rapat, simpan ditempat yang sejuk dan kering. Habsikan dalam waktu 3 minggu.

KOMPOSISI :
Susu bubuk skim, gula, susu sapi, campuran minyak nabati (mengandung antioksidan askorbil palmitat), gula, laktosa, madu, oligosakarida, inulin, mineral, pengemulsi lesitin kedelai, vitamin, minyak ikan (mengandung antioksidan tokoferol), prebiotik, vanilin.

OTHER DETAILS :
Dancow 3+ merupakan susu dengan zat-zat gizi yang dibutuhkan untuk anak usia 3 sampai dengan 5 tahun, setelah usia 5 tahun lanjutkan dengan dancow 5+.

PERHATIAN :
Tidak cocok utuk bayi dibawah satu tahun.

TAKARAN PER KEMASAN :
Sajian per kemasan : 26

TAKARAN PER SERVING :
Energi total 140kkal, energi dari lemak 50kkal, lemak total 6g, asam linoleat 960mg, lemak jenuh 2g, lemak trans 0g, kolesterol 6g, protein 6g, karbohidrat total 16g, serat pangan 1020mg, frukto oligosakarida 714mg, inulin 306mg, gula 3g, natrium 85mg. % AKG: Protein 25%, vitamin A 25%, vitamin C 25%, vitamin D 30%, vitamin E 20%, vitamin B1 15%, vitamin B2 30%, vitamin B3 20%, vitamin B6 20%, vitamin B9 30%, vitamin B12 30%, kalsium 60%, zat besi 25%, fosfor 35%, magnesium 25%, zink 15%. Persajian mengandung DHA 8mg, Asam a-linolenat 117mg, kolin 15mg, kalsium/fosfor 1.9

TAKARAN SAJI :
Takaran saji 3sdm: 30g

PLU :
10013035"
1036, Makanan   Bahan Masakan   Minyak & Mentega   Mentega & Margarin , Blue Band Margarine Serbaguna 200G,Rp 10.500,Rp9.700,"KOMPOSISI :
Minyak nabati, air, garam, pengemulsi monodigliserida (nabati), pengawet, kalium sorbat, pengatur keasaman (trinatriumsitrat, asam sitrat), minyak mentega, perisa identik alami mentega, antioksidan BHA & BHT, vitamin B2, pewarna beta karoten CI 75130 (mengandung antioksidan DL alfa tokoferol), sekuestrin EDTA.

OTHER DETAILS :
Blue band margarine serba guna dengan omega 3 & 6 dan 6 vitamin

TAKARAN PER KEMASAN :
Sajian perkemasan : 13

TAKARAN PER SERVING :
Energi total 90kkal, energi dari lemak 90kkal. % AKG: lemak total 10g, lemak jenuh 4g, lemak trans tidak jenuh tunggal 5g, lemak tidak jenuh ganda 1.5g, lemak trans 0g, kolesterol 0g, protein 0g, karbohidrat total 0g, gula total 0g, serat pangan 0g, natrium 120mg. Vitamin A 30%, vitamin B1 10%, vitamin B2 10%, vitamin D 10%, vitamin E 10%, niasin 15%.

TAKARAN SAJI :
Takaran saji : 15g

PLU :
10005073"
1037," Kesehatan & Kecantikan   Kesehatan   Obat Minum   Batuk, Flu & Sakit Tenggorokan ", Laserin Obat Batuk 110Ml,Rp 22.000,Rp19.000,"CARA PENGGUNAAN :
Dewasa: 3 x sehari 1-2 sendok makan.

KOMPOSISI :
Tiap sendok makan (15mL) mengandung:

OTHER DETAILS :
Laserin sirup obat batuk dan asthma 110mL

PLU :
10002978"
1038, Makanan   Cemilan & Biskuit   Keripik , Chitato Snack Potato Chips Sapi Panggang 68G,,Rp11.000,"KOMPOSISI :
Kentang, minyak kelapa sawit, bumbu rasa sapi panggang (mengandung penguat rasa mononatrium glutamat, dinatrium inosinat, dinatrium guanilat) dan antioksidan (TBHQ).

TAKARAN PER KEMASAN :
Takaran per kemasan 4

TAKARAN PER SERVING :
Enegi 100kkal, energi dari lemak 55kkal. % AKG: lemak total 6g, lemak jenuh 2.5g, kolesterol 0mg, protein 2g, karbohidrat total 10g, serat pangan 1g, gula 0g, natrium 110mg, kalium 270mg, vitamin C 14%, zat besi 2%.

TAKARAN SAJI :
Takaran nilai saji: 19g

PLU :
10001094"
